source_ko	title_en
기타경영사항(자율공시)(단일판매ㆍ공급계약 체결 건의 진행사항 공시)	Other Management Matters (Voluntary Disclosure) (Update on a Single Sales or Supply Contract)
기타경영사항(자율공시)(단일판매ㆍ공급계약 체결 진행사항 공시)	Other Management Matters (Voluntary Disclosure) (Update on a Single Sales or Supply Contract)
기타경영사항(자율공시)(단일판매ㆍ공급계약 체결(자율공시) 건의 진행사항 공시)	Other Management Matters (Voluntary Disclosure) (Update on a Single Sales or Supply Contract)
기타경영사항(자율공시)(단일판매ㆍ공급계약 체결[자율공시] 건의 진행사항 공시)	Other Management Matters (Voluntary Disclosure) (Update on a Single Sales or Supply Contract)
기타경영사항(자율공시)(단일판매ㆍ공급계약체결 진행사항 안내)	Other Management Matters (Voluntary Disclosure) (Notice of Progress on a Single Sales or Supply Contract)
기타경영사항(자율공시)(단일판매ㆍ공급계약체결(자율공시) 건의 진행사항 공시)	Other Management Matters (Voluntary Disclosure) (Update on a Single Sales or Supply Contract)
기타경영사항(자율공시)(단일판매공급계약 진행사항)	Other Management Matters (Voluntary Disclosure) (Progress on a Single Sales or Supply Contract)
기타경영사항(자율공시)(단일판매？공급계약 체결 건의 진행사항 공시)	Other Management Matters (Voluntary Disclosure) (Update on a Single Sales or Supply Contract)
기타경영사항(자율공시)(대우조선해양(주) 재무구조 개선 자구계획(안))	Other Management Matters (Voluntary Disclosure) (Draft Self-Rescue Plan to Improve the Financial Structure of Daewoo Shipbuilding & Marine Engineering)
기타경영사항(자율공시)(바이오의약품 후보물질인 ALT-L9의 임상과 판매에 대한 라이선스계약 체결)	Other Management Matters (Voluntary Disclosure) (Execution of a License Agreement for Clinical Development and Sales of Biopharmaceutical Candidate ALT-L9)
기타경영사항(자율공시)(배당관련)	Other Management Matters (Voluntary Disclosure) (Dividend-Related Matters)
기타경영사항(자율공시)(배당기준일 변경 안내)	Other Management Matters (Voluntary Disclosure) (Notice of Change in Dividend Record Date)
기타경영사항(자율공시)(범부처전주기신약개발사업 지원과제 협약)	Other Management Matters (Voluntary Disclosure) (Agreement for a Government-Wide Full-Cycle Drug Development Program Project)
기타경영사항(자율공시)(사회공헌 매칭기금 및 충남삼성학원 기부금 출연)	Other Management Matters (Voluntary Disclosure) (Contributions to a Social Contribution Matching Fund and Chungnam Samsung Academy)
기타경영사항(자율공시)(산업통상자원부 두뇌역량우수전문기업기술개발 국책 과제 선정)	Other Management Matters (Voluntary Disclosure) (Selection for a Ministry of Trade, Industry and Energy Technology Development Project for Knowledge-Intensive Specialist Companies)
기타경영사항(자율공시)(삼척 포스파워 1,2호기 주기기 공급 우선협상대상자 선정)	Other Management Matters (Voluntary Disclosure) (Selection as Preferred Bidder to Supply Main Equipment for Units 1 and 2 of the Samcheok POSPOWER Plant)
기타경영사항(자율공시)(상장예비심사 결과 접수)	Other Management Matters (Voluntary Disclosure) (Receipt of Preliminary Listing Review Results)
기타경영사항(자율공시)(소규모 합병 승인 이사회 결의)	Other Management Matters (Voluntary Disclosure) (Board Resolution Approving a Small-Scale Merger)
기타경영사항(자율공시)(소규모합병 승인 이사회 결의(주주총회 갈음) 결과 보고)	Other Management Matters (Voluntary Disclosure) (Results of Board Approval of a Small-Scale Merger in Lieu of a General Meeting)
기타경영사항(자율공시)(소규모합병 승인 이사회)	Other Management Matters (Voluntary Disclosure) (Board Approval of a Small-Scale Merger)
기타경영사항(자율공시)(신고리 5,6호기 주설비공사 낙찰자 선정)	Other Management Matters (Voluntary Disclosure) (Selection as Successful Bidder for Main Facility Construction for Shin-Kori Units 5 and 6)
기타경영사항(자율공시)(신규가입자 모집 금지 및 과징금 부과)	Other Management Matters (Voluntary Disclosure) (Ban on Soliciting New Subscribers and Imposition of a Penalty Surcharge)
기타경영사항(자율공시)(아일리아 바이오시밀러 ALT-L9 국내 임상 1상 시험 결과)	Other Management Matters (Voluntary Disclosure) (Domestic Phase 1 Clinical Trial Results for Eylea Biosimilar ALT-L9)
기타경영사항(자율공시)(오버추어(Overture)와 CPC 광고대행계약 체결)	Other Management Matters (Voluntary Disclosure) (Execution of a CPC Advertising Agency Agreement with Overture)
기타경영사항(자율공시)(우리사주조합에 의한 자사주취득)	Other Management Matters (Voluntary Disclosure) (Acquisition of Treasury Shares by the Employee Stock Ownership Association)
기타경영사항(자율공시)(이차전지음극재 자산 양수도 계약)	Other Management Matters (Voluntary Disclosure) (Asset Transfer Agreement for Secondary Battery Anode Materials)
기타경영사항(자율공시)(임시주주총회 개최 철회)	Other Management Matters (Voluntary Disclosure) (Withdrawal of the Extraordinary General Meeting)
기타경영사항(자율공시)(자회사 (주)에프엘씨 지분매각 추진설에 대한 조회공시 요구 확정답변)	Other Management Matters (Voluntary Disclosure) (Definitive Response to Inquiry Regarding Reports of a Proposed Sale of an Interest in Subsidiary FLC)
기타경영사항(자율공시)(전환가액 조정(상환전환우선주))	Other Management Matters (Voluntary Disclosure) (Adjustment of Conversion Price for Redeemable Convertible Preferred Shares)
기타경영사항(자율공시)(전환상환 우선주의 보통주 전환)	Other Management Matters (Voluntary Disclosure) (Conversion of Redeemable Convertible Preferred Shares into Common Shares)
기타경영사항(자율공시)(정부주관 이차전지 양극소재 개발사업 참여기업 선정)	Other Management Matters (Voluntary Disclosure) (Selection as a Participant in a Government-Led Secondary Battery Cathode Material Development Project)
기타경영사항(자율공시)(제 1차 ESG 위원회 개최 결과 보고의 건)	Other Management Matters (Voluntary Disclosure) (Results of the First ESG Committee Meeting)
기타경영사항(자율공시)(조회공시 답변)	Other Management Matters (Voluntary Disclosure) (Response to Inquiry Disclosure)
기타경영사항(자율공시)(조회공시 요구(풍문 또는 보도)에 대한 재답변 관련)	Other Management Matters (Voluntary Disclosure) (Follow-Up Response to Inquiry Regarding Rumors or Media Reports)
기타경영사항(자율공시)(종속회사(한화디펜스)의 단일판매공급게약 체결 )	Other Management Matters (Voluntary Disclosure) (Single Sales or Supply Contract by Subsidiary Hanwha Defense)
기타경영사항(자율공시)(종속회사(한화디펜스)의 단일판매공급계약 체결 )	Other Management Matters (Voluntary Disclosure) (Single Sales or Supply Contract by Subsidiary Hanwha Defense)
기타경영사항(자율공시)(종속회사(한화시스템)의 단일판매공급계약 체결)	Other Management Matters (Voluntary Disclosure) (Single Sales or Supply Contract by Subsidiary Hanwha Systems)
기타경영사항(자율공시)(종속회사(한화지상방산)의 단일판매 공급계약 체결)	Other Management Matters (Voluntary Disclosure) (Single Sales or Supply Contract by Subsidiary Hanwha Land Systems)
기타경영사항(자율공시)(종속회사(한화지상방산)의 단일판매공급계약 체결)	Other Management Matters (Voluntary Disclosure) (Single Sales or Supply Contract by Subsidiary Hanwha Land Systems)
기타경영사항(자율공시)(종속회사(현대로템 브라질법인)의 단일판매공급계약 체결)	Other Management Matters (Voluntary Disclosure) (Single Sales or Supply Contract by the Brazilian Subsidiary of Hyundai Rotem)
기타경영사항(자율공시)(종속회사의주요경영사항)(신규 시설투자 결정)	Other Management Matters (Voluntary Disclosure) (Material Management Matter of a Subsidiary: Decision on New Facility Investment)
기타경영사항(자율공시)(주식회사 카카오와 주식회사 카카오엠의 합병 진행 상황 안내)	Other Management Matters (Voluntary Disclosure) (Update on the Merger Between Kakao Corp. and Kakao M Corp.)
기타경영사항(자율공시)(주주가치 증진을 위한 경영투명성 제고 방안)	Other Management Matters (Voluntary Disclosure) (Measures to Improve Management Transparency and Enhance Shareholder Value)
기타경영사항(자율공시)(주주가치 증진을 위한 내부개선 경영계획 이행현황)	Other Management Matters (Voluntary Disclosure) (Implementation Status of the Internal Management Improvement Plan to Enhance Shareholder Value)
기타경영사항(자율공시)(주주가치 증진을 위한 내부개선 경영계획)	Other Management Matters (Voluntary Disclosure) (Internal Management Improvement Plan to Enhance Shareholder Value)
기타경영사항(자율공시)(주주권익 보호 담당 사외이사 후보의 결정)	Other Management Matters (Voluntary Disclosure) (Selection of an Outside Director Candidate Responsible for Protecting Shareholder Rights)
기타경영사항(자율공시)(주주권익 보호담당 사외이사후보의 주주추천 모집)	Other Management Matters (Voluntary Disclosure) (Invitation for Shareholder Recommendations for an Outside Director Candidate Responsible for Protecting Shareholder Rights)
기타경영사항(자율공시)(중국기업과 조선소 공동건설 추진보도에 대한 조회공시 요구 확정답변)	Other Management Matters (Voluntary Disclosure) (Definitive Response to Inquiry Regarding Reports of Joint Shipyard Construction with a Chinese Company)
기타경영사항(자율공시)(증권선물거래소 유가증권시장본부로부터 상장예비심사 결과 접수)	Other Management Matters (Voluntary Disclosure) (Receipt of Preliminary Listing Review Results from the Stock Market Division of the Korea Exchange)
